Company Code,Company Name,No,Subsidiary Name,Business Activity,Location,Commercial Year,Operating Status,Total Assets,Unit,Currency,Ownership Percentage
INPP,Indonesian Paradise Property Tbk,19,PT Retzan Indonusa (RIN),Hotel dan real estat,Batam,2011,Beroperasi,64.931,JUTAAN,IDR,100.0
INPP,Indonesian Paradise Property Tbk,20,PT Segara Biru Kencana (SBK),Hotel,Bali,2016,Beroperasi,43.490,JUTAAN,IDR,100.0
HADE,PT Himalaya Energi Perkasa Tbk,1,PT Optima Daya Kapital (OPDAKA),Stasiun Pengisian Bulk Elpiji (SPBE,Stasiun Pengisian Bulk Elpiji (SPBE,2013,BEROPERASI,10.717.433.595,PENUH,IDR,55.0
EDGE,PT Indointernet Tbk.,1,PT Net Soft,"Perdagangan, informasi dan komunikasi serta jasa",Tangerang Selatan,2002,Beroperasi,13.152,JUTAAN,IDR,99.52
EDGE,PT Indointernet Tbk.,2,PT Wiratapura Indo Parahyangan,Jasa aktivitas teknologi informasi dan jasa konsultasi komputer lainnya,Bandung,2017,Beroperasi,8.518,JUTAAN,IDR,60.0
EDGE,PT Indointernet Tbk.,3,PT Digital Gayana Ekagrata,"Aktivitas hosting (penyimpanan data di server) dan yang berhubungan dengan hal tersebut, Jasa aktivitas teknologi informasi dan jasa konsultasi komputer lainnya",Jakarta,2025,Belum Beroperasi,2.656.373,JUTAAN,IDR,99.99
EDGE,PT Indointernet Tbk.,4,PT Digital Gayana Ekaprana,"Aktivitas hosting (penyimpanan data di server) dan yang berhubungan dengan hal tersebut, jasa aktivitas teknologi informasi dan jasa konsultasi komputer lainnya",Jakarta,2025,Belum Beroperasi,475.606,JUTAAN,IDR,99.99
EDGE,PT Indointernet Tbk.,5,PT Ekagrata Data Gemilang,Aktivitas hosting (penyimpanan data di server) dan yang berhubungan dengan hal tersebut,Jakarta,2018,Beroperasi,4.199.290,JUTAAN,IDR,99.83
MPRO,PT Maha Properti Indonesia Tbk.,1,PT Trixindo Selaras,Pengembanga n Properti,Jakarta,2017,Beroperasi,198.758.373,RIBUAN,IDR,99.99
MPRO,PT Maha Properti Indonesia Tbk.,2,PT Creative Softhouse,Pengembanga n Properti,Surabaya,0,Belum Beroperasi,261.627.047,RIBUAN,IDR,99.99
MPRO,PT Maha Properti Indonesia Tbk.,3,PT Bintang Dwi Lestari,Pengembanga n Properti,Banten,0,Belum Beroperasi,884.361.936,RIBUAN,IDR,52.0
FORU,Fortune Indonesia Tbk,1,PT Fortuna Network Indonesia (FNI),Periklanan Terintegrasi dan Kehumasan/ Integrated Advertising and Public Relation,Jakarta,1982,1,26.820.490.726,PENUH,IDR,100.0
FORU,Fortune Indonesia Tbk,2,PT Fortune Adwicipta (FAC),Periklanan Terintegrasi dan Kehumasan/ Integrated Advertising and Public Relation,Jakarta,1985,1,775.983.385,PENUH,IDR,100.0
FORU,Fortune Indonesia Tbk,3,PT Fortune Pramana Rancang (FPR),Periklanan Terintegrasi dan Kehumasan/ Integrated Advertising and Public Relation,Jakarta,1989,1,8.528.170.454,PENUH,IDR,100.0
DEFI,Danasupra Erapacific Tbk,1,PT Bangun Multikreasi Indonesia,Aktivitas Produksi dan Pasca Produksi Film Aktivitas Distribusi Film Aktivitas Design Komunikasi Visual/Design Grafis Aktivitas Design Khusus Film Aktivitas Design Konten Game Aktivitas Design Konten Kreatif Lainnya Aktivitas Hosting Periklanan,Ruko Golden Boulevard Blok W2 No 31-32 Jln Pahlawan Seribu BSD City RT 003/RW010 Lengkong Wetan,2024,Berjalan,4.682.687.007,PENUH,IDR,62.5
DEFI,Danasupra Erapacific Tbk,2,PT Ramajaya Mitra Karya,Aktivitas Perusahaan Holding Aktivitas Konsultasi Manajemen Aktivitas Konsultasi Manajemen Lainnya,Tower B Lt 2 18 Parc Place SCBD Jl Jend Sudirman Kav 52-53,2024,Berjalan,5.131.198.424,PENUH,IDR,99.99
MBAP,PT Mitrabara Adiperdana Tbk,1,PT Mitra Alam Malinau Lestari,Perkebunan,Jakarta,0,Pengembanga n,385.144,PENUH,USD,100.0
MBAP,PT Mitrabara Adiperdana Tbk,2,PT Mitrajasa Sentosa Cemerlang,Jasa Penambangan,Jakarta,2025,Beroperasi,796.189,PENUH,USD,100.0
MBAP,PT Mitrabara Adiperdana Tbk,3,PT Baradinamika Mudasukses,Pertambanga n,Jakarta,1997,Beroperasi,44.077.215,PENUH,USD,99999.0
MBAP,PT Mitrabara Adiperdana Tbk,4,PT Mitra Malinau Energi,Pembangkit Listrik Tenaga Biomassa,Jakarta,0,Pengembanga n,17.257.535,PENUH,USD,100.0
MBAP,PT Mitrabara Adiperdana Tbk,5,PT Mitra Alam Bumi Sentosa,Jasa Manajemen,Jakarta,0,Pengembanga n,12.274.375,PENUH,USD,100.0
MBAP,PT Mitrabara Adiperdana Tbk,6,PT Mitradelta Bahari Pratama,Pertambakan Udang,Jakarta,2024,Beroperasi,17.508.071,PENUH,USD,75.0
MBAP,PT Mitrabara Adiperdana Tbk,7,PT Mitra Muda Makmur,Jasa Penambangan,Jakarta,2023,Beroperasi,14.279.858,PENUH,USD,100.0
MBAP,PT Mitrabara Adiperdana Tbk,8,PT Mitra Pesona Bumi Sentosa,Perkebunan,Jakarta,2025,Pengembanga n,5.582,PENUH,USD,100.0
MBAP,PT Mitrabara Adiperdana Tbk,9,PT Malinau Hijau Lestari,Perkebunan,Jakarta,0,Pengembanga n,43.983.645,PENUH,USD,100.0
SCCO,PT Supreme Cable Manufacturing & Commerce Tbk,1,PT Setia Pratama Lestari Pelletizing Industries,Pellet Cross Linked Polyethylen and Poly-Vinyl Chloride (PVC) manufacturer,Tangerang,1984,BEROPERASI,375.587.872.685,PENUH,IDR,99.0
SCCO,PT Supreme Cable Manufacturing & Commerce Tbk,2,PT Supreme Decoluxe,"Pembuatan Melamin, Resin dan Lembar Melamin",Jakarta,1997,TIDAK BEROPERASI,0,PENUH,IDR,0.0
NICK,PT Charnic Capital Tbk.,1,PT Charnic Land Investment,Jasa penyewaan gedung perkantoran,Jakarta,2023,Aktif,12.644.470.350,PENUH,IDR,99.99
NICK,PT Charnic Capital Tbk.,2,PT Energindo Nusantara,"Perdagangan Besar Mesin, Peralatan Dan Perlengkapan Lainnya",Jakarta,2025,Aktif,46.459.360.742,PENUH,IDR,99.99
NICK,PT Charnic Capital Tbk.,3,PT Okansa Pacific,"Perdagangan Besar Mesin, Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa hak Opsi Mobil, Bus, Truk dan Sejenisnya",Jakarta,2026,Aktif,10.147.262.083,PENUH,IDR,50.01
ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,1,NIKOS DISTRIBUTIO N INDONESIA,Perdagangan besar bukan mobil dan sepeda motor; Pergudangan dan aktivitas penunjang angkutan,Kabupaten Bandung Barat,2013,SUDAH BEROPERASI,321.549,JUTAAN,IDR,70.0
ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,2,ULTRA PETERNAKA N BANDUNG SELATAN,Pertanian dan perdagangan,Kabupaten Bandung,2010,SUDAH BEROPERASI,202.041,JUTAAN,IDR,75.0
ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,3,ULTRA SUMATERA DAIRY FARM,"Pertanian, peternakan, agroindustry, dan perdagangan ekspor dan impor",Kabupaten Karo,2008,SUDAH BEROPERASI,690.140,JUTAAN,IDR,69.36
ULTJ,PT Ultrajaya Milk Industry & Trading Company Tbk,4,TIRTA TALAGA JAYA,Pengelolaan air,Kabupaten Bandung Barat,2017,SUDAH BEROPERASI,1.984,JUTAAN,IDR,85.0
IGAR,Champion Pacific Indonesia Tbk,1,PT Indogravure,Kemasan,Tangerang,1985,aktif,333.490.748,RIBUAN,IDR,61.49
IGAR,Champion Pacific Indonesia Tbk,2,PT Avesta Continental Pack,Kemasan,Bekasi,1976,aktif,870.513.640,RIBUAN,IDR,76.47
SMCB,PT Solusi Bangun Indonesia Tbk,1,PT Aroma Sejahtera Indonesia,Jasa konsultansi,Jakarta,,Belum beroperasi,521,JUTAAN,IDR,100.0
SMCB,PT Solusi Bangun Indonesia Tbk,2,PT SBI Bangun Nusantara,Aktivitas tambang,Jakarta,2023,Beroperasi,14.643,JUTAAN,IDR,100.0
SMCB,PT Solusi Bangun Indonesia Tbk,3,PT Solusi Bangun Beton,Beton jadi dan tambang,Jakarta,1990,Beroperasi,803.118,JUTAAN,IDR,100.0
SMCB,PT Solusi Bangun Indonesia Tbk,4,PT Readymix Concrete Indonesia,Beton jadi,Surabaya,1992,Beroperasi,40.976,JUTAAN,IDR,100.0
SMCB,PT Solusi Bangun Indonesia Tbk,5,PT Pendawa Lestari Perkasa,Tambang agregat dan konstruksi,Jakarta,2007,Beroperasi,132.189,JUTAAN,IDR,100.0
SMCB,PT Solusi Bangun Indonesia Tbk,6,PT Solusi Bangun Andalas,Produsen semen,Jakarta,1983,Beroperasi,2.985.677,JUTAAN,IDR,100.0
SMCB,PT Solusi Bangun Indonesia Tbk,7,PT Aroma Cipta Anugrahtama,Jasa konsultansi,Jakarta,2000,Beroperasi,35.948,JUTAAN,IDR,100.0
SMCB,PT Solusi Bangun Indonesia Tbk,8,PT Ciptanugrah Indonesia,Jasa konsultansi,Jakarta,2018,Beroperasi,1.956,JUTAAN,IDR,100.0
PSAT,PT Pancaran Samudera Transport Tbk,1,PT Pancaran Karya Shipping,Angkutan Laut Dalam Negeri untuk Barang Umum dan Barang Khusus,Jakarta,2019,Beroperasi,661.720.226.296,PENUH,IDR,99.99
PSAT,PT Pancaran Samudera Transport Tbk,2,PT Pancaran Samudera Shipyard,Galangan kapal,Samarinda,2019,Beroperasi,329.680.498.795,PENUH,IDR,99.99
AVIA,PT Avia Avian Tbk,1,PT Tirtakencana Tatawarna,"perdagangan besar cat, pergudangan dan penyimpanan dan Real estat yang dimiliki sendiri atau disewa",Surabaya,2000,Beroperasi,4.684.063,JUTAAN,IDR,99.99
AVIA,PT Avia Avian Tbk,2,PT Multipro Paint Indonesia,"Industri cat dan tinta cetak, Industri vernis (termasuk mastik) perdagangaan besar cat, perdagangan besar berbagai macam material bangunan",Jakarta,2008,Beroperasi,15.186,JUTAAN,IDR,67.0
AVIA,PT Avia Avian Tbk,3,PT Solusi Rumah Praktis,"Perdagangan eceran cat, pernis dan lak dan pengecatan",Surabaya,2018,Beroperasi,572,JUTAAN,IDR,99.99
AVIA,PT Avia Avian Tbk,4,PT Bangun Bersama Solusindo,"perdagangan besar semen, kapur, pasir dan batu untuk bahan konstruksi, material bangunan, dan bahan dan barang kimia dasar atau kimia industri",Jakarta,2021,Beroperasi,49.288,JUTAAN,IDR,50.0
GEMA,Gema Grahasarana Tbk,1,PT Laminatech Kreasi Sarana (LKS),Perdagangan bahan laminasi interior dan furnitur,Jakarta,1997,Aktif,13.970.002.886,PENUH,IDR,99.75
GEMA,Gema Grahasarana Tbk,2,PT Vivere Multi Kreasi (VMK),Perdagangan perabotan dan perlengkapan rumah maupun kantor,Jakarta,2003,Aktif,342.368.854.198,PENUH,IDR,99.97
GEMA,Gema Grahasarana Tbk,3,PT Prasetya Gemamulia (PGM),Distributor komponen interior dan furnitur,Jakarta,1994,Aktif,176.325.916.084,PENUH,IDR,99.0
CRSN,PT Carsurin Tbk,1,PT Carsurin Ecotrust International,"Jasa sertifikasi, Jasa pengujian laboratorium, jasa kalibrasi, aktivitas tenaga penunjang tenaga listrik lainnya, aktivitas profesional, ilmiah dan teknis lainnya, aktivitas penunjang pertambangan dan penggalian lainnya",Jakarta,2025,Belum beroperasi,1.555.492.331,PENUH,IDR,99.6
CRSN,PT Carsurin Tbk,2,PT Carsurin Safe Logix,"Jasa sertifikasi, Jasa pengujian laboratorium, aktivitas profesional, ilmiah dan teknis lainnya YTDL",Jakarta,2025,Belum beroperasi,3.335.167.950,PENUH,IDR,99.0
CRSN,PT Carsurin Tbk,3,PT Carsurin Trinova Global,"Jasa sertifikasi, Jasa pengujian laboratorium, aktivitas penunjang pertambangan minyak bumi dan gas alam",Jakarta,2025,Belum beroperasi,4.598.605.864,PENUH,IDR,99.6
CRSN,PT Carsurin Tbk,4,PT Carsurin Nickel Integrity,Jasa pengujian laboratorium,Jakarta,2025,Belum beroperasi,489.460.000,PENUH,IDR,99.0
CRSN,PT Carsurin Tbk,5,PT Carsurin Coal Trust,Jasa pengujian laboratorium,Jakarta,2025,Belum beroperasi,487.966.161,PENUH,IDR,99.0
CRSN,PT Carsurin Tbk,6,PT Carsurin Oil & Gas Services,Instalasi minyak dan gas,Jakarta,2009,Beroperasi,13.951.735.455,PENUH,IDR,99.2
CRSN,PT Carsurin Tbk,7,PT Carsurin UAV Solutions,"Perdagangan besar mesin, peralatan dan perlengkapan lainnya",Jakarta,2016,Beroperasi,11.262.463.677,PENUH,IDR,91.8
CRSN,PT Carsurin Tbk,8,PT Carsurin Minerals Solutions,"Jasa pengujian laboraturium, pertambangan dan penggalian lainnya, analisis dan uji teknis lainnya, aktivitas professional, ilmiah dan teknis lainnya YTDL, aktivitas konsultasi bisnis dan broker bisnis, jasa kehutanan bidang perencanaan kehutanan",Jakarta,2024,Beroperasi,677.983.502,PENUH,IDR,99.0
CRSN,PT Carsurin Tbk,9,PT Carsurin eMobility Solutions,Jasa pengujian laboraturium,Jakarta,2024,Beroperasi,22.353.100.641,PENUH,IDR,99.0
CRSN,PT Carsurin Tbk,10,PT Carsurin Indo Mineral,"Aktivitas professional, Jasa pengujian laboraturium, pertambangan dan penggalian lainnya, analisis dan uji teknis lainnya, aktivitas professional, ilmiah dan teknis lainnya YTDL, aktivitas konsultasi bisnis dan broker bisnis, jasa kehutanan bidang perencanaan kehutanan",Purwakarta,2024,Beroperasi,328.411.714,PENUH,IDR,51.0
CRSN,PT Carsurin Tbk,11,PT Carsurin Certiva International,"Jasa sertifikasi, Jasa pengujian laboratorium, analis dan uji teknis lainnya",Jakarta,2025,Belum beroperasi,5.014.953.232,PENUH,IDR,99.0
PJAA,Pembangunan Jaya Ancol Tbk,1,PT Seabreez Indonesia,"Pariwisata, Perdagangan & Jasa",Jakarta,1972,Aktif,36.422,JUTAAN,IDR,96.57
PJAA,Pembangunan Jaya Ancol Tbk,2,PT Jaya Ancol,Pariwisata,Jakarta,2009,Aktif,13.339,JUTAAN,IDR,100.0
PJAA,Pembangunan Jaya Ancol Tbk,3,PT Sarana Tirta Utama,"Jasa, Penjernihan air bersih, limbah , penyaluran air bersih, & pendistribusia n air bersih",Jakarta,2010,Aktif,29.328,JUTAAN,IDR,65.0
PJAA,Pembangunan Jaya Ancol Tbk,4,PT Jaya Ancol Pratama Tol,Pemb Tol & Jasa,Jakarta,2011,Aktif,12.310,JUTAAN,IDR,60.0
PJAA,Pembangunan Jaya Ancol Tbk,5,PT Taman Impian,Parawisata,Jakarta,2012,Aktif,11.413,JUTAAN,IDR,100.0
PJAA,Pembangunan Jaya Ancol Tbk,6,PT Genggam Anugerah Lumbung Kuliner,Jasa Konsultan,Jakarta,2012,Aktif,401,JUTAAN,IDR,100.0
PJAA,Pembangunan Jaya Ancol Tbk,7,PT Taman Impian Jaya Ancol,Pariwisata,Jakarta,1972,Aktif,2.785.909,JUTAAN,IDR,99.99
DFAM,PT Dafam Property Indonesia Tbk,1,PT Dafam Maju Bersama,Perumahan/R esidential,"Semarang, Jawa Tengah",2013,Operasional,42.100.365.840,PENUH,IDR,99.0
DFAM,PT Dafam Property Indonesia Tbk,2,PT Dafam Mambo International,Hotel,"Semarang, Jawa Tengah",2009,Operasional,69.179.414.294,PENUH,IDR,99.6
AKSI,PT Mineral Sumberdaya Mandiri Tbk,1,PT REZKI BATULICIN TRANSPORT,PENGANGKU TAN DARAT,BATULICIN,2012,BEROPERASI,330.928.198.619,PENUH,IDR,99.76
BUDI,PT Budi Starch & Sweetener Tbk.,1,PT Budi Lumbung Ciptatani (BLCT),"Industri Tapioka, Glukosa dan Maltodextrin",Jakarta,1996,Aktif,173.890,JUTAAN,IDR,99.98
BUDI,PT Budi Starch & Sweetener Tbk.,2,PT Associated British Budi (ABB),"Industri Glukosa, Fruktosa dan Maltodextrin",Jakarta,2005,Aktif,430.565,JUTAAN,IDR,50.1
BELI,PT Global Digital Niaga Tbk,1,PT Global Teknologi Niaga,Perdagangan barang,Jakarta,2021,Beroperasi,1.372.261,JUTAAN,IDR,99.99
BELI,PT Global Digital Niaga Tbk,2,PT Rajawali Inti Selular,Perdagangan eceran telekomunikas i,Jakarta,2021,Beroperasi,42.128,JUTAAN,IDR,80.0
BELI,PT Global Digital Niaga Tbk,3,PT Supra Boga Lestari Tbk,Perdagangan dan mengusahaka n pasar swalayan,Jakarta,1997,Beroperasi,1.183.024,JUTAAN,IDR,70.56
BELI,PT Global Digital Niaga Tbk,4,PT Global Distribusi Pusaka,"Jasa manajemen, jasa handling, pergudangan",Jakarta,2018,Beroperasi,1.156.522,JUTAAN,IDR,99.99
BELI,PT Global Digital Niaga Tbk,5,PT Global Astha Niaga,Perdagangan eceran alat telekomunikas i,Kudus,2022,Beroperasi,362.044,JUTAAN,IDR,99.99
BELI,PT Global Digital Niaga Tbk,6,PT Global Elektronik Mitaprana,"Perdagangan eceran komputer, peralatan video game, alat telekomunikas i, peralatan listrik dan perlengkapan rumah tangga, portal web dan platform digital",Kudus,2025,Beroperasi,43.893,JUTAAN,IDR,99.99
BELI,PT Global Digital Niaga Tbk,7,PT Global Danapati Niaga,"Perdagangan Besar piranti lunak, peralatan telekomunikas i, komputer dan perlengkapan komputer",Kudus,2022,Beroperasi,1.863.578,JUTAAN,IDR,99.99
BELI,PT Global Digital Niaga Tbk,8,PT Global Harapan Nawasena,Perdagangan eceran komputer dan perlengkapan nya,Kudus,2023,Beroperasi,5.263,JUTAAN,IDR,99.98
BELI,PT Global Digital Niaga Tbk,9,PT Dekoruma Inovasi Lestari,"Jasa periklanan, jasa portal web dan/ platform digital sebagai media penjualan untuk perabotan rumah, tempat tinggal, dan desain interior",Jakarta,2016,Beroperasi,756.321,JUTAAN,IDR,99.94
BELI,PT Global Digital Niaga Tbk,10,Global Distribution Niaga Pte. Ltd,Entitas induk penyedia logistik,Singapura,2018,Beroperasi,1.286.232,JUTAAN,IDR,100.0
BELI,PT Global Digital Niaga Tbk,11,PT Global Properti Sahasakti,"Real estat yang dimiliki sendiri atau disewa, real estat atas dasar balas jasa (fee) atau kontrak",Kudus,2025,Beroperasi,150.016,JUTAAN,IDR,99.99
BELI,PT Global Digital Niaga Tbk,12,PT Global Distribusi Nusantara,Perdagangan barang,Kudus,2014,Beroperasi,1.020.870,JUTAAN,IDR,99.99
BELI,PT Global Digital Niaga Tbk,13,PT Global Kassa Sejahtera,Jasa sarana online transaksi finansial,Jakarta,2017,Beroperasi,113.949,JUTAAN,IDR,99.99
BELI,PT Global Digital Niaga Tbk,14,PT Promoland Indowisata,"Informasi, komunikasi, dan agen perjalanan",Jakarta,1993,Beroperasi,86.558,JUTAAN,IDR,99.99
BELI,PT Global Digital Niaga Tbk,15,PT Global Distribusi Paket,"Pengangkutan , pergudangan, informasi dan komunikasi",Jakarta,2019,Beroperasi,13.317,JUTAAN,IDR,99.99
BELI,PT Global Digital Niaga Tbk,16,PT Global Tiket Network,"Platform digital dengan tujuan, komersial, agen perjalanan wisata dan jasa reservasi lainnya",Jakarta,2011,Beroperasi,2.991.574,JUTAAN,IDR,99.99
CMRY,PT Cisarua Mountain Dairy Tbk,1,PT Java Egg Specialities,Manufaktur dengan Basis Produk Telur,Semarang,2006,Beroperasi,335.442,JUTAAN,IDR,99.99
CMRY,PT Cisarua Mountain Dairy Tbk,2,PT Macroprima Panganutama,Pengolahan dan Pengalengan Makanan,Tangerang,1992,Beroperasi,2.457.181,JUTAAN,IDR,99.99
CMRY,PT Cisarua Mountain Dairy Tbk,3,PT Macrosentra Niagaboga,Distributor,Jakarta Barat,2004,Beroperasi,2.405.169,JUTAAN,IDR,99.99
CMRY,PT Cisarua Mountain Dairy Tbk,4,PT Artha Rasa Cimory,Kafe dan Restoran,Jakarta Barat,2026,Beroperasi,2.502,JUTAAN,IDR,90.0
PEHA,PT Phapros Tbk,1,PT. Lucas Djaja,Industri Farmasi,Bandung,1968,Beroperasi,273.915.898,RIBUAN,IDR,90.22
KIOS,PT Kioson Komersial Indonesia Tbk.,1,PT Gudang Pintar Indonesia,Pergudangan dan Penyimpanan,Jakarta,2021,Beroperasi,1.787.457.541,PENUH,IDR,70.0
KIOS,PT Kioson Komersial Indonesia Tbk.,2,PT Retail Kita Indonesia,Perdagangan & Jasa,Jakarta,2018,Beroperasi,99.648.512.387,PENUH,IDR,80.0
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,1,PT BRI Multifinance Indonesia (BRI Finance),Perusahaan Pembiayaan,Jakarta,1983,Aktif,5.206,MILYARAN,IDR,99.88
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,2,PT BRI Ventura Investama (BRI Ventures),Perusahaan Modal Ventura,Jakarta,2018,Aktif,2.064,MILYARAN,IDR,99.97
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,3,PT BRI Danareksa Sekuritas (BRIDS),Perusahaan Sekuritas,Jakarta,2018,Aktif,1.283,MILYARAN,IDR,67.0
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,4,PT BRI Asuransi Indonesia (BRI Insurance),Asuransi,Jakarta,2019,Aktif,8.405,MILYARAN,IDR,90.0
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,5,PT Pegadaian,Perusahaan Pembiayaan,Jakarta,1991,Aktif,178.512,MILYARAN,IDR,99.99
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,6,PT BRI Manajemen Investasi (BRI-MI),Pengelolaan Portofolio Investasi,Jakarta,1992,Aktif,380,MILYARAN,IDR,65.0
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,7,PT Bank Raya Indonesia Tbk (Bank Raya),Perbankan,Jakarta,1990,Aktif,12.816,MILYARAN,IDR,86.85
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,8,BRI Global Financial Services Co.Ltd (BRI Remittance),Jasa Keuangan,Hongkong,2005,Aktif,31.125,MILYARAN,IDR,100.0
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,9,PT Permodalan Nasional Madani (PNM),Perusahaan Pembiayaan,Jakarta,1999,Aktif,57.922,MILYARAN,IDR,99.99
BBRI,PT Bank Rakyat Indonesia (Persero) Tbk,10,PT Asuransi BRI Life (BRI Life),Asuransi,Jakarta,1987,Aktif,28.163,MILYARAN,IDR,51.0
TBIG,PT Tower Bersama Infrastructure Tbk,1,PT Visi Telekomunika si Infrastruktur Tbk,Konstruksi sentral telekomunikas i,Jakarta,1995,Operasi,469.276,JUTAAN,IDR,51.09
TBIG,PT Tower Bersama Infrastructure Tbk,2,PT Telenet Internusa,Konstruksi sentral telekomunikas i,Jakarta,1999,Operasi,279.245,JUTAAN,IDR,99.5
TBIG,PT Tower Bersama Infrastructure Tbk,3,PT United Towerindo,Konstruksi sentral telekomunikas i,Jakarta,2004,Operasi,1.180.055,JUTAAN,IDR,100.0
TBIG,PT Tower Bersama Infrastructure Tbk,4,PT Tower Bersama,Konstruksi sentral telekomunikas i,Jakarta,2006,Operasi,31.780.473,JUTAAN,IDR,100.0
TBIG,PT Tower Bersama Infrastructure Tbk,5,PT Tower One,Konstruksi sentral telekomunikas i,Jakarta,2006,Operasi,384.554,JUTAAN,IDR,99.9
TBIG,PT Tower Bersama Infrastructure Tbk,6,PT Triaka Bersama,Konstruksi sentral telekomunikas i,Jakarta,2010,Operasi,102.588,JUTAAN,IDR,100.0
TBIG,PT Tower Bersama Infrastructure Tbk,7,PT Metric Solusi Integrasi,Konstruksi sentral telekomunikas i,Jakarta,2010,Operasi,9.719.996,JUTAAN,IDR,100.0
TBIG,PT Tower Bersama Infrastructure Tbk,8,PT Solusi Menara Indonesia,Konstruksi sentral telekomunikas i,Jakarta,2011,Operasi,4.534.456,JUTAAN,IDR,70.03
TBIG,PT Tower Bersama Infrastructure Tbk,9,PT Menara Bersama Terpadu,Konstruksi sentral telekomunikas i,Jakarta,1900,Belum Operasi,10.090,JUTAAN,IDR,100.0
TBIG,PT Tower Bersama Infrastructure Tbk,10,PT Gihon Telekomunika si Indonesia Tbk,Konstruksi sentral telekomunikas i,Jakarta,2001,Operasi,1.421.882,JUTAAN,IDR,50.43
JSMR,PT Jasa Marga Tbk,1,PT Jasamarga Jogja Solo,Pengusahaan ruas jalan tol Solo- Yogyakarta- NYIA Kulonprogo,Sleman,2024,Beroperasi Sebagian,12.057.761,JUTAAN,IDR,52.82
JSMR,PT Jasa Marga Tbk,2,PT Jasamarga Japek Selatan (JJS),Pengusahaan Ruas Jalan Tol Jakarta- Cikampek II Sisi Selatan,Jakarta,0,Tahap Konstruksi,15.210.079,JUTAAN,IDR,93.34
JSMR,PT Jasa Marga Tbk,3,PT Jasamarga Akses Patimban (JAP),Pengusahaan Ruas Jalan Tol Akses Patimban,Subang,0,Tahap Pengembanga n,2.310.866,JUTAAN,IDR,66.22
JSMR,PT Jasa Marga Tbk,4,PT Jasamarga Probolinggo Banyuwangi (JPB),Pengusahaan Ruas Jalan Tol Probolinggo- Bayuwangi,Probolinggo,0,Tahap konstruksi,9.333.185,JUTAAN,IDR,98.47
JSMR,PT Jasa Marga Tbk,5,PT Jasamarga Jogja Bawen (JJB),Pengusahaan Ruas Jalan Tol Yogyakarta- Bawen,Yogyakarta,0,Tahap Konstruksi,7.561.309,JUTAAN,IDR,70.38
JSMR,PT Jasa Marga Tbk,6,PT Marga Sarana Jabar (MSJ),Pengusahaan Ruas Jalan Tol Bogor Outer Ring Road,Bogor,2009,Beroperasi Sebagian,3.150.732,JUTAAN,IDR,55.0
JSMR,PT Jasa Marga Tbk,7,PT Marga Trans Nusantara (MTN),Pengusahaan Ruas Jalan Tol Kunciran- Serpong,Tangerang Selatan,2019,Operasi,3.676.601,JUTAAN,IDR,60.0
JSMR,PT Jasa Marga Tbk,8,PT Jasamarga Kunciran Cengkareng (JKC),Pengusahaan Ruas Jalan Tol Kunciran- Cengkareng,Tangerang,2021,Operasi,4.966.289,JUTAAN,IDR,88.67
JSMR,PT Jasa Marga Tbk,9,PT Jasamarga Tollroad Maintenance (JMTM),"Pengusahaan Jasa Konstruksi dan Pemeliharaan Jalan Tol, Jasa Sewa Peralatan Tol, serta Jasa Sewa Kendaraan",Jakarta,1989,Operasi,2.354.869,JUTAAN,IDR,99.82
JSMR,PT Jasa Marga Tbk,10,PT Jasamarga Bali Tol (JBT),Pengusahaan Ruas Jalan Tol Nusa Dua- Tanjung Benoa,Bali,2013,Operasi,1.878.098,JUTAAN,IDR,64.44
JSMR,PT Jasa Marga Tbk,11,PT Jasamarga Related Business (JMRB),Pengembanga n Bisnis Properti,Jakarta,2013,Operasi,2.439.636,JUTAAN,IDR,99.9999
JSMR,PT Jasa Marga Tbk,12,PT Jasamarga Kualanamu Tol (JMKT),Pengusahaan Ruas Jalan Tol Medan- Kualanamu- Tebing Tinggi,Deli Serdang,2017,Operasi,4.097.488,JUTAAN,IDR,55.0
JSMR,PT Jasa Marga Tbk,13,PT Cinere Serpong Jaya (CSJ),Pengusahaan Ruas Jalan Tol Serpong- Cinere,Tangerang Selatan,2021,Operasi,3.306.460,JUTAAN,IDR,55.0
JSMR,PT Jasa Marga Tbk,14,PT Jasamarga Tollroad Operator (JMTO),Jasa Pengoperasia n Jalan Tol,Jakarta,2015,Operasi,1.739.123,JUTAAN,IDR,99.98
JSMR,PT Jasa Marga Tbk,15,PT Jasamarga Manado Bitung (JMB),Pengusahaan Ruas Jalan Tol Manado- Bitung,Manado,2020,Operasi,4.302.072,JUTAAN,IDR,64.97
