Ticker,Sektor,Subsektor,Industri,Subindustri,Period,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
ERTX,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas",Payout Ratio,-,-,-,-,25.75%,16.52%,-,-,-,-,-,-,-,-,-,-,-,-
ERTX,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,"Pakaian, Aksesoris, & Tas",Div Yield,-,-,-,-,5.83%,1.46%,-,-,-,-,-,-,-,-,-,-,-,-
ESIP,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q1,2 B,503 M,12 B,144 M,2 B,35 M,369 M,356 M,-,-,-,-,-,-,-,-,-,-
ESIP,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q2,-,404 M,(12 B),96 M,130 M,50 M,451 M,(71 M),-,-,-,-,-,-,-,-,-,-
ESIP,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q3,-,311 M,203 M,369 M,53 M,923 M,223 M,564 M,-,-,-,-,-,-,-,-,-,-
ESIP,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q4,-,220 M,152 M,268 M,(954 M),(397 M),698 M,343 M,1 B,-,-,-,-,-,-,-,-,-
ESIP,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Annualised,7 B,1 B,880 M,878 M,917 M,611 M,2 B,1 B,1 B,-,-,-,-,-,-,-,-,-
ESIP,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,TTM (Q1),3 B,1 B,880 M,878 M,917 M,611 M,2 B,1 B,-,-,-,-,-,-,-,-,-,-
ESIP,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Div (TTM),0.50,0.50,-,-,-,-,-,0.93,-,-,-,-,-,-,-,-,-,-
ESIP,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Payout Ratio,8.09%,38.58%,-,-,-,-,-,86.71%,-,-,-,-,-,-,-,-,-,-
ESIP,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Div Yield,-,0.45%,-,-,-,-,-,0.56%,-,-,-,-,-,-,-,-,-,-
ESSA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q1,316 B,133 B,160 B,47 B,372 B,91 B,15 B,68 B,41 B,12 B,-,-,-,-,-,-,-,-
ESSA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q2,-,111 B,168 B,13 B,597 B,(247 B),(117 B),(8 B),11 B,12 B,-,-,-,-,-,-,-,-
ESSA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q3,-,106 B,205 B,88 B,564 B,272 B,(114 B),4 B,115 B,12 B,-,-,-,-,-,-,-,-
ESSA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q4,-,316 B,183 B,388 B,533 B,83 B,(66 B),(27 B),441 B,(3 B),-,-,-,-,-,-,-,-
ESSA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Annualised,"1,265 B",664 B,716 B,528 B,"2,065 B",200 B,(279 B),37 B,590 B,34 B,-,-,-,-,-,-,-,-
ESSA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,TTM (Q1),845 B,664 B,716 B,528 B,"2,065 B",200 B,(279 B),37 B,590 B,34 B,-,-,-,-,-,-,-,-
ESSA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Div (TTM),10.00,10.00,10.00,5.00,45.00,5.00,-,-,-,-,-,-,-,-,-,-,-,-
ESSA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Payout Ratio,13.62%,25.95%,24.06%,16.31%,37.53%,43.08%,-,-,-,-,-,-,-,-,-,-,-,-
ESSA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Div Yield,1.23%,1.57%,1.57%,0.74%,4.66%,0.56%,-,-,-,-,-,-,-,-,-,-,-,-
ESTA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q1,(3 B),(3 B),(2 B),(966 M),(566 M),343 M,(179 M),3 B,-,-,-,-,-,-,-,-,-,-
ESTA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q2,-,(2 B),(229 M),(671 M),2 B,(298 M),140 M,(584 M),-,-,-,-,-,-,-,-,-,-
ESTA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q3,-,(2 B),3 M,(276 M),(5 B),117 M,555 M,(213 M),-,-,-,-,-,-,-,-,-,-
ESTA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q4,-,(2 B),1 B,29 B,6 B,480 M,1 B,(252 M),(4 B),-,-,-,-,-,-,-,-,-
ESTA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Annualised,(11 B),(8 B),(959 M),27 B,3 B,643 M,2 B,2 B,(4 B),-,-,-,-,-,-,-,-,-
ESTA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",TTM (Q1),(8 B),(8 B),(959 M),27 B,3 B,643 M,2 B,2 B,-,-,-,-,-,-,-,-,-,-
ESTA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESTA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESTA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ESTI,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Q1,3 B,7 B,781 M,1 B,798 M,5 B,(3 B),4 B,3 B,11 B,-,-,-,-,-,-,-,-
ESTI,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Q2,-,3 B,3 B,2 B,3 B,4 B,4 B,3 B,(11 B),(9 B),-,-,-,-,-,-,-,-
ESTI,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Q3,-,(2 B),(2 B),3 B,(3 B),5 B,(8 B),(16 B),20 B,(21 B),-,-,-,-,-,-,-,-
ESTI,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Q4,-,11 B,9 B,14 B,489 M,9 B,(1 B),(30 B),9 B,(4 B),-,-,-,-,-,-,-,-
ESTI,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Annualised,11 B,19 B,11 B,20 B,988 M,23 B,(8 B),(40 B),20 B,(23 B),-,-,-,-,-,-,-,-
ESTI,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,TTM (Q1),15 B,19 B,11 B,20 B,988 M,23 B,(8 B),(40 B),20 B,(23 B),-,-,-,-,-,-,-,-
ESTI,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Div (TTM),-,-,-,1.00,-,1.00,-,-,-,-,-,-,-,-,-,-,-,-
ESTI,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Payout Ratio,-,18.85%,-,10.14%,-,8.73%,-,-,-,-,-,-,-,-,-,-,-,-
ESTI,Barang Konsumen Non-Primer,Pakaian & Barang Mewah,Pakaian & Barang Mewah,Tekstil,Div Yield,-,3.12%,-,3.12%,-,0.79%,-,-,-,-,-,-,-,-,-,-,-,-
ETWA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q1,-,-,-,(8 B),(28 B),(13 B),(102 B),(22 B),(26 B),(12 B),(2 B),(36 B),1 B,-,-,-,-,-
ETWA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q2,-,-,-,(7 B),(32 B),(15 B),45 B,(32 B),(42 B),(17 B),(19 B),(30 B),(351 M),-,-,-,-,-
ETWA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q3,-,-,-,(19 B),(178 B),(27 B),(30 B),(26 B),(55 B),(20 B),(32 B),(67 B),(17 B),-,-,-,-,-
ETWA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Q4,-,-,-,-,(44 B),(69 B),159 B,(10 B),(15 B),(78 B),(15 B),(92 B),(125 B),-,-,-,-,-
ETWA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Annualised,-,-,-,(44 B),(282 B),(124 B),72 B,(89 B),(138 B),(127 B),(68 B),(224 B),(142 B),-,-,-,-,-
ETWA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,TTM (Q3),-,-,-,(77 B),(282 B),(124 B),72 B,(89 B),(138 B),(127 B),(68 B),(224 B),(142 B),-,-,-,-,-
ETWA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ETWA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
ETWA,Barang Baku,Barang Baku,Barang Kimia,Barang Kimia Dasar,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EURO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EURO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q2,-,761 M,3 B,2 B,3 B,-,-,-,-,-,-,-,-,-,-,-,-,-
EURO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EURO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Q4,-,1 B,755 M,3 B,3 B,4 B,3 B,-,-,-,-,-,-,-,-,-,-,-
EURO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Annualised,-,2 B,4 B,5 B,6 B,4 B,3 B,-,-,-,-,-,-,-,-,-,-,-
EURO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,TTM (Q4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EURO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Div (TTM),-,1.50,1.50,4.60,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EURO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Payout Ratio,-,192.26%,105.19%,228.49%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EURO,Barang Konsumen Primer,Produk Rumah Tangga Tidak Tahan Lama,Produk Perawatan Tubuh,Produk Perawatan Tubuh,Div Yield,-,0.08%,0.79%,1.64%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
EXCL,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Q1,-,385 B,539 B,201 B,139 B,321 B,"1,520 B",57 B,15 B,47 B,169 B,-,-,-,-,-,-,-
EXCL,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Q2,-,"(1,608 B)",486 B,450 B,476 B,395 B,224 B,225 B,(97 B),97 B,55 B,-,-,-,-,-,-,-
EXCL,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Q3,-,"(1,380 B)",292 B,360 B,366 B,300 B,331 B,216 B,(63 B),95 B,(65 B),-,-,-,-,-,-,-
EXCL,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Q4,-,"(1,824 B)",502 B,261 B,128 B,271 B,"(1,703 B)",214 B,"(3,152 B)",137 B,216 B,-,-,-,-,-,-,-
EXCL,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Annualised,-,"(4,427 B)","1,819 B","1,271 B","1,109 B","1,288 B",372 B,713 B,"(3,297 B)",375 B,376 B,-,-,-,-,-,-,-
EXCL,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,TTM (Q4),-,"(4,427 B)","1,819 B","1,271 B","1,109 B","1,288 B",372 B,713 B,"(3,297 B)",375 B,376 B,-,-,-,-,-,-,-
EXCL,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Div (TTM),-,244.70,244.70,48.60,42.00,51.00,31.70,20.00,-,-,-,-,-,-,-,-,-,-
EXCL,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Payout Ratio,-,-100.61%,244.83%,69.59%,68.90%,72.08%,155.26%,51.08%,-,-,-,-,-,-,-,-,-,-
EXCL,Infrastruktur,Telekomunikasi,Jasa Telekomunikasi Nirkabel,Jasa Telekomunikasi Nirkabel,Div Yield,-,8.09%,8.56%,1.88%,2.16%,1.71%,1.54%,0.77%,-,-,-,-,-,-,-,-,-,-
FAPA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q1,250 B,242 B,(41 B),53 B,288 B,(80 B),(235 B),-,-,-,-,-,-,-,-,-,-,-
FAPA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q2,-,212 B,124 B,37 B,146 B,43 B,86 B,-,-,-,-,-,-,-,-,-,-,-
FAPA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q3,-,278 B,201 B,23 B,112 B,179 B,(78 B),-,-,-,-,-,-,-,-,-,-,-
FAPA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q4,-,333 B,259 B,41 B,163 B,243 B,108 B,(240 B),-,-,-,-,-,-,-,-,-,-
FAPA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Annualised,"1,000 B","1,065 B",542 B,154 B,709 B,384 B,(120 B),(240 B),-,-,-,-,-,-,-,-,-,-
FAPA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,TTM (Q1),"1,073 B","1,065 B",542 B,154 B,709 B,384 B,(120 B),-,-,-,-,-,-,-,-,-,-,-
FAPA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FAPA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FAPA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FAST,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Q1,-,(37 B),(196 B),(22 B),(20 B),(61 B),5 B,50 B,16 B,37 B,8 B,-,-,-,-,-,-,-
FAST,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Q2,-,(102 B),(153 B),16 B,52 B,(15 B),(148 B),107 B,87 B,39 B,35 B,-,-,-,-,-,-,-
FAST,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Q3,-,(101 B),(208 B),(147 B),(50 B),(121 B),(156 B),18 B,(5 B),29 B,64 B,-,-,-,-,-,-,-
FAST,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Q4,-,(126 B),(240 B),(263 B),(60 B),(98 B),(79 B),66 B,115 B,62 B,66 B,-,-,-,-,-,-,-
FAST,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Annualised,-,(366 B),(797 B),(416 B),(77 B),(296 B),(377 B),242 B,212 B,167 B,173 B,-,-,-,-,-,-,-
FAST,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,TTM (Q4),-,(366 B),(797 B),(416 B),(77 B),(296 B),(377 B),242 B,212 B,167 B,173 B,-,-,-,-,-,-,-
FAST,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Div (TTM),-,-,-,-,-,-,-,-,16.00,12.50,12.50,-,-,-,-,-,-,-
FAST,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Payout Ratio,-,-,-,-,-,-,-,-,34.14%,29.87%,28.90%,-,-,-,-,-,-,-
FAST,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Rumah Makan,Div Yield,-,-,-,-,-,-,-,-,1.36%,1.69%,1.79%,-,-,-,-,-,-,-
FASW,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q1,(19 B),(307 B),(179 B),(83 B),202 B,195 B,(325 B),420 B,326 B,147 B,-,-,-,-,-,-,-,-
FASW,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q2,-,(185 B),(294 B),(133 B),100 B,142 B,543 B,223 B,113 B,36 B,-,-,-,-,-,-,-,-
FASW,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q3,-,(240 B),(333 B),(220 B),50 B,171 B,11 B,163 B,428 B,103 B,-,-,-,-,-,-,-,-
FASW,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Q4,-,(404 B),(299 B),(190 B),(232 B),110 B,125 B,163 B,538 B,310 B,-,-,-,-,-,-,-,-
FASW,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Annualised,(77 B),"(1,136 B)","(1,105 B)",(626 B),120 B,617 B,353 B,969 B,"1,405 B",596 B,-,-,-,-,-,-,-,-
FASW,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,TTM (Q1),(849 B),"(1,136 B)","(1,105 B)",(626 B),120 B,617 B,353 B,969 B,"1,405 B",596 B,-,-,-,-,-,-,-,-
FASW,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Div (TTM),-,-,-,-,23.00,119.00,70.00,184.00,330.00,117.00,-,-,-,-,-,-,-,-
FASW,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Payout Ratio,-,-,-,-,61.78%,47.76%,49.09%,47.06%,58.18%,48.65%,-,-,-,-,-,-,-,-
FASW,Barang Baku,Barang Baku,Wadah & Kemasan,Wadah & Kemasan,Div Yield,-,-,-,-,0.40%,1.59%,0.92%,2.61%,4.00%,1.98%,-,-,-,-,-,-,-,-
FILM,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Q1,13 B,(9 B),5 B,3 B,11 B,18 B,(9 B),16 B,65 B,-,-,-,-,-,-,-,-,-
FILM,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Q2,-,(32 B),73 B,59 B,113 B,18 B,(25 B),5 B,14 B,-,-,-,-,-,-,-,-,-
FILM,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Q3,-,(27 B),26 B,24 B,30 B,(14 B),(11 B),21 B,18 B,74 B,-,-,-,-,-,-,-,-
FILM,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Q4,-,(189 B),(66 B),10 B,6 B,12 B,(12 B),19 B,12 B,(13 B),-,-,-,-,-,-,-,-
FILM,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Annualised,51 B,(257 B),37 B,97 B,160 B,34 B,(57 B),61 B,109 B,61 B,-,-,-,-,-,-,-,-
FILM,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,TTM (Q1),(235 B),(257 B),37 B,97 B,160 B,34 B,(57 B),61 B,109 B,-,-,-,-,-,-,-,-,-
FILM,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Div (TTM),-,-,-,25.00,-,-,11.00,-,-,-,-,-,-,-,-,-,-,-
FILM,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Payout Ratio,-,767.47%,-,281.66%,-,-,-191.14%,-,-,-,-,-,-,-,-,-,-,-
FILM,Barang Konsumen Non-Primer,Media & Hiburan,Hiburan & Film,Hiburan & Film,Div Yield,-,0.64%,-,0.64%,-,-,3.12%,-,-,-,-,-,-,-,-,-,-,-
FIMP,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Q1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FIMP,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Q2,-,(268 M),(3 B),(749 M),(2 B),225 M,286 M,-,-,-,-,-,-,-,-,-,-,-
FIMP,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Q3,-,-,-,-,-,-,198 M,2 B,-,-,-,-,-,-,-,-,-,-
FIMP,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Q4,-,(10 B),3 B,1 B,3 B,(1 B),149 M,268 M,7 B,-,-,-,-,-,-,-,-,-
FIMP,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Annualised,-,(10 B),310 M,642 M,546 M,(935 M),633 M,2 B,7 B,-,-,-,-,-,-,-,-,-
FIMP,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,TTM (Q4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FIMP,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FIMP,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FIMP,Infrastruktur,Konstruksi Bangunan,Konstruksi Bangunan,Konstruksi Bangunan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FIRE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Q1,485 M,4 B,16 B,(11 B),(10 B),891 M,(1 B),453 M,426 M,(272 M),-,-,-,-,-,-,-,-
FIRE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Q2,-,(10 B),3 B,(3 B),(6 B),8 B,7 B,8 B,(12 B),822 M,-,-,-,-,-,-,-,-
FIRE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Q3,-,(3 B),7 B,710 M,2 B,10 B,11 B,5 B,7 B,(5 B),-,-,-,-,-,-,-,-
FIRE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Q4,-,8 B,419 M,12 B,(82 B),(65 B),(3 B),(3 B),2 B,3 B,-,-,-,-,-,-,-,-
FIRE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Annualised,2 B,58 M,25 B,(510 M),(95 B),(46 B),14 B,11 B,(3 B),(1 B),-,-,-,-,-,-,-,-
FIRE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,TTM (Q1),(4 B),58 M,25 B,(510 M),(95 B),(46 B),14 B,11 B,(3 B),(1 B),-,-,-,-,-,-,-,-
FIRE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FIRE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FIRE,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Distribusi Batu Bara,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
FISH,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q1,129 B,78 B,156 B,100 B,154 B,145 B,136 B,50 B,58 B,49 B,-,-,-,-,-,-,-,-
FISH,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q2,-,50 B,99 B,27 B,118 B,86 B,(38 B),33 B,72 B,31 B,-,-,-,-,-,-,-,-
FISH,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q3,-,54 B,(119 B),99 B,13 B,62 B,64 B,47 B,8 B,72 B,-,-,-,-,-,-,-,-
FISH,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q4,-,(40 B),3 B,145 B,196 B,119 B,119 B,28 B,35 B,62 B,-,-,-,-,-,-,-,-
FISH,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Annualised,517 B,144 B,138 B,369 B,480 B,414 B,285 B,158 B,176 B,214 B,-,-,-,-,-,-,-,-
FISH,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,TTM (Q1),193 B,144 B,138 B,369 B,480 B,414 B,285 B,158 B,176 B,214 B,-,-,-,-,-,-,-,-
FISH,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Div (TTM),15.00,15.00,49.00,-,47.00,28.00,25.00,7.50,15.00,4.00,-,-,-,-,-,-,-,-
FISH,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Payout Ratio,13.93%,50.10%,170.03%,-,47.03%,32.50%,42.06%,22.71%,40.89%,8.97%,-,-,-,-,-,-,-,-
FISH,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Div Yield,1.89%,1.45%,4.73%,-,6.96%,3.57%,3.68%,2.47%,4.29%,1.43%,-,-,-,-,-,-,-,-
