Ticker,Sektor,Subsektor,Industri,Subindustri,Period,2026,2025,2024,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
GRIA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q1,(1 B),(783 M),907 M,206 M,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRIA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q2,-,2 B,132 M,(898 M),-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRIA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q3,-,3 B,2 B,3 B,(526 M),-,-,-,-,-,-,-,-,-,-,-,-,-
GRIA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Q4,-,4 B,3 B,750 M,2 B,4 B,3 B,-,-,-,-,-,-,-,-,-,-,-
GRIA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Annualised,(4 B),8 B,6 B,3 B,2 B,4 B,3 B,-,-,-,-,-,-,-,-,-,-,-
GRIA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,TTM (Q1),7 B,8 B,6 B,3 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRIA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRIA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRIA,Properti & Real Estat,Properti & Real Estat,Pengelola & Pengembang Real Estat,Pengembang & Operator Real Estat,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPH,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q1,358 M,323 M,233 M,(191 M),-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPH,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q2,-,853 M,926 M,2 B,(71 M),-,-,-,-,-,-,-,-,-,-,-,-,-
GRPH,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q3,-,2 B,2 B,773 M,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPH,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q4,-,357 M,456 M,(934 M),1 B,(346 M),(864 M),-,-,-,-,-,-,-,-,-,-,-
GRPH,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Annualised,1 B,3 B,3 B,1 B,1 B,(346 M),(864 M),-,-,-,-,-,-,-,-,-,-,-
GRPH,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",TTM (Q1),3 B,3 B,3 B,1 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPH,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPH,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPH,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPM,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,Q1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPM,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,Q2,-,2 B,3 B,2 B,2 B,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPM,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,Q3,-,1 B,(120 M),(31 M),89 M,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPM,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,Q4,-,111 M,(113 M),2 B,647 M,2 B,-,-,-,-,-,-,-,-,-,-,-,-
GRPM,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,Annualised,-,3 B,3 B,4 B,2 B,2 B,-,-,-,-,-,-,-,-,-,-,-,-
GRPM,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,TTM (Q4),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPM,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,Div (TTM),-,1.00,1.00,1.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPM,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,Payout Ratio,-,50.98%,60.49%,52.15%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GRPM,Barang Konsumen Primer,Makanan & Minuman,Minuman,Minuman Ringan,Div Yield,-,0.31%,1.92%,3.33%,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GSMF,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Q1,-,(6 B),6 B,(22 B),3 B,9 B,(15 B),10 B,15 B,16 B,10 B,-,-,-,-,-,-,-
GSMF,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Q2,-,25 B,(12 B),3 B,(131 M),(10 B),(11 B),13 B,16 B,12 B,23 B,-,-,-,-,-,-,-
GSMF,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Q3,-,22 B,30 B,5 B,11 B,(14 B),29 B,16 B,12 B,17 B,18 B,-,-,-,-,-,-,-
GSMF,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Q4,-,13 B,(20 B),(46 B),4 B,21 B,14 B,619 M,17 B,29 B,40 B,-,-,-,-,-,-,-
GSMF,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Annualised,-,54 B,4 B,(59 B),18 B,6 B,18 B,39 B,59 B,74 B,91 B,-,-,-,-,-,-,-
GSMF,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,TTM (Q4),-,54 B,4 B,(59 B),18 B,6 B,18 B,39 B,59 B,74 B,91 B,-,-,-,-,-,-,-
GSMF,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GSMF,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GSMF,Keuangan,Perusahaan Holding & Investasi,Perusahaan Holding & Investasi,Perusahaan Holding Keuangan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GTBO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q1,-,(22 B),30 B,41 B,10 B,(3 B),(6 B),(21 B),32 B,(7 B),(66 B),-,-,-,-,-,-,-
GTBO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q2,-,8 B,4 B,96 B,13 B,(3 B),(3 B),(17 B),36 B,(9 B),(8 B),-,-,-,-,-,-,-
GTBO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q3,-,3 B,(25 B),21 B,22 B,(8 B),368 M,(27 B),9 B,(10 B),(8 B),-,-,-,-,-,-,-
GTBO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Q4,-,-,(60 B),(100 B),69 B,11 B,(8 B),8 B,(48 B),26 B,12 B,-,-,-,-,-,-,-
GTBO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Annualised,-,(15 B),(51 B),63 B,112 B,(3 B),(18 B),(57 B),33 B,448 M,(69 B),-,-,-,-,-,-,-
GTBO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,TTM (Q3),-,(73 B),(51 B),63 B,112 B,(3 B),(18 B),(57 B),33 B,448 M,(69 B),-,-,-,-,-,-,-
GTBO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Div (TTM),-,-,-,-,6.13,-,-,-,-,-,-,-,-,-,-,-,-,-
GTBO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Payout Ratio,-,-,-,-,13.75%,-,-,-,-,-,-,-,-,-,-,-,-,-
GTBO,Energi,"Minyak, Gas & Batu Bara",Batu Bara,Produksi Batu Bara,Div Yield,-,-,-,-,3.32%,-,-,-,-,-,-,-,-,-,-,-,-,-
GTRA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q1,20 B,18 B,10 B,6 B,3 B,-,-,-,-,-,-,-,-,-,-,-,-,-
GTRA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q2,-,11 B,9 B,5 B,4 B,-,-,-,-,-,-,-,-,-,-,-,-,-
GTRA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q3,-,16 B,9 B,6 B,5 B,-,-,-,-,-,-,-,-,-,-,-,-,-
GTRA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q4,-,24 B,11 B,16 B,4 B,8 B,-,-,-,-,-,-,-,-,-,-,-,-
GTRA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Annualised,80 B,69 B,39 B,33 B,16 B,8 B,-,-,-,-,-,-,-,-,-,-,-,-
GTRA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,TTM (Q1),71 B,69 B,39 B,33 B,16 B,-,-,-,-,-,-,-,-,-,-,-,-,-
GTRA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Div (TTM),1.82,1.82,1.82,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GTRA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Payout Ratio,4.29%,4.99%,8.75%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GTRA,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Div Yield,0.82%,1.37%,1.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GTSI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q1,-,26 B,17 B,33 B,18 B,(29 B),-,-,-,-,-,-,-,-,-,-,-,-
GTSI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q2,-,36 B,27 B,71 B,25 B,6 B,-,-,-,-,-,-,-,-,-,-,-,-
GTSI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q3,-,15 B,52 B,(24 B),(1 B),(23 B),102 B,-,-,-,-,-,-,-,-,-,-,-
GTSI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Q4,-,-,11 B,(21 B),(4 B),(119 B),91 B,-,-,-,-,-,-,-,-,-,-,-
GTSI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Annualised,-,102 B,107 B,61 B,40 B,(165 B),194 B,-,-,-,-,-,-,-,-,-,-,-
GTSI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,TTM (Q3),-,87 B,107 B,61 B,40 B,(165 B),-,-,-,-,-,-,-,-,-,-,-,-
GTSI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Div (TTM),-,1.50,1.50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GTSI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Payout Ratio,-,23.32%,22.13%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GTSI,Energi,"Minyak, Gas & Batu Bara",Minyak & Gas,Penyimpanan & Distribusi Minyak & Gas,Div Yield,-,0.99%,3.41%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GULA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q1,36 M,(988 M),549 M,2 B,2 B,-,-,-,-,-,-,-,-,-,-,-,-,-
GULA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q2,-,(636 M),233 M,2 B,605 M,-,-,-,-,-,-,-,-,-,-,-,-,-
GULA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q3,-,(6 B),222 M,457 M,(642 M),5 B,-,-,-,-,-,-,-,-,-,-,-,-
GULA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Q4,-,397 M,445 M,(312 M),(26 M),2 B,6 B,-,-,-,-,-,-,-,-,-,-,-
GULA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Annualised,146 M,(7 B),1 B,3 B,2 B,7 B,6 B,-,-,-,-,-,-,-,-,-,-,-
GULA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,TTM (Q1),(6 B),(7 B),1 B,3 B,2 B,-,-,-,-,-,-,-,-,-,-,-,-,-
GULA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GULA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GULA,Barang Konsumen Primer,Makanan & Minuman,Makanan Olahan,Makanan Olahan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GUNA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q1,11 B,16 B,11 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GUNA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q2,-,12 B,11 B,31 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GUNA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q3,-,20 B,13 B,21 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GUNA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q4,-,14 B,25 B,10 B,63 B,61 B,-,-,-,-,-,-,-,-,-,-,-,-
GUNA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Annualised,45 B,62 B,60 B,61 B,63 B,61 B,-,-,-,-,-,-,-,-,-,-,-,-
GUNA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,TTM (Q1),57 B,62 B,60 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GUNA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Div (TTM),7.18,7.18,7.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GUNA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Payout Ratio,39.75%,28.88%,30.01%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GUNA,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Div Yield,3.30%,2.49%,2.49%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GWSA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q1,34 B,25 B,29 B,19 B,23 B,16 B,42 B,16 B,37 B,38 B,-,-,-,-,-,-,-,-
GWSA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q2,-,35 B,39 B,12 B,19 B,20 B,8 B,25 B,34 B,5 B,-,-,-,-,-,-,-,-
GWSA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q3,-,37 B,29 B,26 B,24 B,13 B,18 B,35 B,31 B,31 B,-,-,-,-,-,-,-,-
GWSA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Q4,-,25 B,(25 B),4 B,(34 B),(27 B),(119 B),52 B,111 B,117 B,-,-,-,-,-,-,-,-
GWSA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Annualised,138 B,121 B,71 B,61 B,31 B,22 B,(50 B),128 B,212 B,190 B,-,-,-,-,-,-,-,-
GWSA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",TTM (Q1),131 B,121 B,71 B,61 B,31 B,22 B,(50 B),128 B,212 B,190 B,-,-,-,-,-,-,-,-
GWSA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GWSA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GWSA,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,"Hotel, Resor & Kapal Pesiar",Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GZCO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q1,(5 B),7 B,(14 B),(38 B),14 B,(41 B),(52 B),(94 B),(57 B),(38 B),-,-,-,-,-,-,-,-
GZCO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q2,-,8 B,2 B,2 B,(27 B),(23 B),(102 B),(111 B),(66 B),(84 B),-,-,-,-,-,-,-,-
GZCO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q3,-,26 B,18 B,46 B,8 B,26 B,(9 B),(195 B),(40 B),(23 B),-,-,-,-,-,-,-,-
GZCO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Q4,-,65 B,54 B,(8 B),82 B,52 B,(19 B),(179 B),(183 B),(21 B),-,-,-,-,-,-,-,-
GZCO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Annualised,(19 B),105 B,61 B,2 B,76 B,14 B,(182 B),(579 B),(345 B),(166 B),-,-,-,-,-,-,-,-
GZCO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,TTM (Q1),94 B,105 B,61 B,2 B,76 B,14 B,(182 B),(579 B),(345 B),(166 B),-,-,-,-,-,-,-,-
GZCO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GZCO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
GZCO,Barang Konsumen Primer,Makanan & Minuman,Produk Makanan Pertanian,Perkebunan & Tanaman Pangan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HADE,Infrastruktur,Utilitas,Utilitas Gas,Utilitas Gas,Q1,(267 M),(361 M),(220 M),(99 M),(94 M),(94 M),(280 M),(243 M),(469 M),(275 M),-,-,-,-,-,-,-,-
HADE,Infrastruktur,Utilitas,Utilitas Gas,Utilitas Gas,Q2,-,(3 B),(96 M),(230 M),(122 M),(144 M),(352 M),(346 M),(433 M),(76 M),-,-,-,-,-,-,-,-
HADE,Infrastruktur,Utilitas,Utilitas Gas,Utilitas Gas,Q3,-,(14 M),(119 M),(54 M),5 M,(31 M),(376 M),(240 M),(162 M),(26 B),-,-,-,-,-,-,-,-
HADE,Infrastruktur,Utilitas,Utilitas Gas,Utilitas Gas,Q4,-,32 M,(30 M),(62 M),45 M,123 M,(748 M),(54 B),5 B,(3 B),-,-,-,-,-,-,-,-
HADE,Infrastruktur,Utilitas,Utilitas Gas,Utilitas Gas,Annualised,(1 B),(3 B),(464 M),(445 M),(166 M),(147 M),(2 B),(55 B),4 B,(29 B),-,-,-,-,-,-,-,-
HADE,Infrastruktur,Utilitas,Utilitas Gas,Utilitas Gas,TTM (Q1),(3 B),(3 B),(464 M),(445 M),(166 M),(147 M),(2 B),(55 B),4 B,(29 B),-,-,-,-,-,-,-,-
HADE,Infrastruktur,Utilitas,Utilitas Gas,Utilitas Gas,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HADE,Infrastruktur,Utilitas,Utilitas Gas,Utilitas Gas,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HADE,Infrastruktur,Utilitas,Utilitas Gas,Utilitas Gas,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAIS,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q1,3 B,17 B,30 B,50 B,22 B,7 B,-,-,-,-,-,-,-,-,-,-,-,-
HAIS,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q2,-,18 B,27 B,37 B,23 B,10 B,-,-,-,-,-,-,-,-,-,-,-,-
HAIS,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q3,-,34 B,34 B,31 B,33 B,13 B,17 B,-,-,-,-,-,-,-,-,-,-,-
HAIS,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Q4,-,18 B,31 B,38 B,38 B,6 B,2 B,-,-,-,-,-,-,-,-,-,-,-
HAIS,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Annualised,13 B,87 B,121 B,157 B,116 B,35 B,18 B,-,-,-,-,-,-,-,-,-,-,-
HAIS,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,TTM (Q1),73 B,87 B,121 B,157 B,116 B,35 B,-,-,-,-,-,-,-,-,-,-,-,-
HAIS,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Div (TTM),9.95,9.95,15.37,19.98,13.25,3.99,-,-,-,-,-,-,-,-,-,-,-,-
HAIS,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Payout Ratio,207.27%,29.99%,33.37%,33.34%,30.00%,29.98%,-,-,-,-,-,-,-,-,-,-,-,-
HAIS,Transportasi & Logistik,Logistik & Pengantaran,Logistik & Pengantaran,Logistik & Pengantaran,Div Yield,5.35%,4.56%,7.18%,7.57%,5.66%,1.53%,-,-,-,-,-,-,-,-,-,-,-,-
HAJJ,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Q1,22 B,27 B,10 B,4 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAJJ,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Q2,-,(145 M),14 B,12 B,4 B,-,-,-,-,-,-,-,-,-,-,-,-,-
HAJJ,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Q3,-,9 B,(7 B),1 B,2 B,(1 B),-,-,-,-,-,-,-,-,-,-,-,-
HAJJ,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Q4,-,(29 B),(15 B),(12 B),(3 B),(779 M),442 M,-,-,-,-,-,-,-,-,-,-,-
HAJJ,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Annualised,88 B,6 B,1 B,5 B,2 B,(2 B),442 M,-,-,-,-,-,-,-,-,-,-,-
HAJJ,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,TTM (Q1),1 B,6 B,1 B,5 B,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAJJ,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Div (TTM),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAJJ,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Payout Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HAJJ,Barang Konsumen Non-Primer,Jasa Konsumen,Pariwisata & Rekreasi,Agen Perjalanan,Div Yield,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
HALO,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Q1,591 M,5 B,358 M,4 B,(8 B),-,-,-,-,-,-,-,-,-,-,-,-,-
HALO,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Q2,-,(2 B),776 M,5 B,(5 B),89 B,-,-,-,-,-,-,-,-,-,-,-,-
HALO,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Q3,-,4 B,4 B,9 B,4 B,-,-,-,-,-,-,-,-,-,-,-,-,-
HALO,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Q4,-,3 B,(14 B),(1 B),25 B,5 B,54 B,494 M,-,-,-,-,-,-,-,-,-,-
HALO,Kesehatan,Jasa & Peralatan Kesehatan,Peralatan & Perlengkapan Kesehatan,Penyedia & Distribusi Perlengkapan Kesehatan,Annualised,2 B,11 B,(8 B),17 B,17 B,94 B,54 B,494 M,-,-,-,-,-,-,-,-,-,-
